alpha_model-1602994931, 57.6875, 18, 0.81, 0.01022, 0.94444, 0.0023
alpha_model-1602994931, 57.8892, 18, 0.81, 0.01177, 0.95833, 0.00259
alpha_model-1602994931, 58.0958, 18, 0.79, 0.01154, 0.94444, 0.0037
alpha_model-1602994931, 58.2997, 18, 0.87, 0.00748, 0.94444, 0.00428
alpha_model-1602994931, 58.5043, 18, 0.85, 0.01031, 0.86111, 0.00633
alpha_model-1602994931, 58.7163, 18, 0.83, 0.01029, 0.90278, 0.00515
alpha_model-1602994931, 58.9201, 18, 0.86, 0.00949, 0.97222, 0.00272
alpha_model-1602994931, 59.1267, 18, 0.86, 0.00832, 0.97222, 0.00193
alpha_model-1602994931, 59.3292, 18, 0.86, 0.0085, 0.91667, 0.00355
alpha_model-1602994931, 59.5358, 18, 0.88, 0.00694, 0.93056, 0.00415
alpha_model-1602994931, 59.7484, 18, 0.78, 0.01368, 0.95833, 0.00393
alpha_model-1602994931, 59.9543, 18, 0.81, 0.01135, 0.94444, 0.00368
alpha_model-1602994931, 60.1627, 18, 0.91, 0.00504, 0.90278, 0.00591
alpha_model-1602994931, 60.367, 18, 0.8, 0.01219, 0.93056, 0.00365
alpha_model-1602994931, 60.5715, 18, 0.81, 0.00992, 0.94444, 0.00253
alpha_model-1602994931, 60.78, 18, 0.82, 0.01003, 0.93056, 0.00307
alpha_model-1602994931, 60.8527, 19, 0.86, 0.0091, 0.91667, 0.00488
alpha_model-1602994931, 61.0648, 19, 0.85, 0.00869, 0.95833, 0.00222
alpha_model-1602994931, 61.2688, 19, 0.84, 0.0089, 0.94444, 0.00372
alpha_model-1602994931, 61.4723, 19, 0.88, 0.0063, 0.93056, 0.00438
alpha_model-1602994931, 61.675, 19, 0.85, 0.00965, 0.95833, 0.00305
alpha_model-1602994931, 61.8828, 19, 0.83, 0.01015, 0.91667, 0.00494
alpha_model-1602994931, 62.0898, 19, 0.8, 0.01128, 0.88889, 0.00634
alpha_model-1602994931, 62.2936, 19, 0.86, 0.00839, 0.93056, 0.00432
alpha_model-1602994931, 62.4955, 19, 0.86, 0.00724, 0.91667, 0.00417
alpha_model-1602994931, 62.701, 19, 0.84, 0.00909, 0.88889, 0.00592
